claim_id,work_id,metric_family,metric_name,value,unit,denominator,comparison_baseline,physical_platform,evidence_locator,source_grade,reporting_status,interpretation_limit
QE-EFF-0248,chebotar2023qtransformer,time,elapsed_wall_clock,NR,NR,NR,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0249,chebotar2023qtransformer,parallelism,primary_data_robot_count,13,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0250,chebotar2023qtransformer,compute,reported_compute_resource_or_duration,"reported training jobs take 32 h, 163 h and 40 h for three model/data settings",hardware or compute-time as reported,"reported training job, model, or online system",NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,source_reported,Compute descriptions are not hardware-normalized and missing compute is not zero. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0251,chebotar2023qtransformer,human_input,demonstration_count,38000,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR"
QE-EFF-0252,chebotar2023qtransformer,evaluation,evaluation_trial_count,NR,NR,NR,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0253,chebotar2023qtransformer,performance,reported_success_result,Q-Transformer average success 56% on the reported real-task table,task-defined success/result,success definition recorded for the work,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0254,nair2018rig,time,reported_phase_duration,about 1 h for reaching,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0255,nair2018rig,physical_interaction,physical_steps_or_transitions,10000 reach; approximately 25000 push,steps/transitions,reported physical collection or fine-tuning scope,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,source_reported_approximate,Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0256,nair2018rig,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0257,nair2018rig,control,control_frequency,NR,NR,NR,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0258,nair2018rig,time,active_or_aggregate_robot_hours,about 1 for reach,robot-hours,reported physical interaction or corpus-collection scope,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0259,nair2018rig,time,elapsed_wall_clock,about 1 for reach,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0260,nair2018rig,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0261,nair2018rig,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0262,nair2018rig,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts"
QE-EFF-0263,nair2018rig,evaluation,evaluation_trial_count,15,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0264,nair2018rig,performance,reported_success_result,reaching learns from 10k samples in about 1 h; pushing uses about 25k samples and reaches 4.5±2.5 cm versus HER 14.9±5.4 cm,task-defined success/result,success definition recorded for the work,Comparator embedded in value; use the same task/protocol and inspect locator,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. Only reaching has a disclosed elapsed time; evaluation uses 15 push rollouts
QE-EFF-0265,gupta2021resetfreemtl,time,reported_phase_duration,about 60 h in-hand; pipe text reports over 30 h in setup description and about 25 h in result paragraph,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,mixed_or_ambiguous,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0266,gupta2021resetfreemtl,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0267,gupta2021resetfreemtl,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0268,gupta2021resetfreemtl,control,control_frequency,NR,NR,NR,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0269,gupta2021resetfreemtl,time,active_or_aggregate_robot_hours,60; 25–30 by task,robot-hours,reported physical interaction or corpus-collection scope,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0270,gupta2021resetfreemtl,time,elapsed_wall_clock,same as uninterrupted run durations,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,mixed_or_ambiguous,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0271,gupta2021resetfreemtl,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0272,gupta2021resetfreemtl,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0273,gupta2021resetfreemtl,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result"
QE-EFF-0274,gupta2021resetfreemtl,evaluation,evaluation_trial_count,NR,NR,NR,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0275,gupta2021resetfreemtl,performance,reported_success_result,in-hand reorientation exceeds 70%; pipe insertion exceeds 60%,task-defined success/result,success definition recorded for the work,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Only one long run per task; paper contains 25 h versus over-30 h wording for pipe setup/result
QE-EFF-0276,yang2020dataefficientlegged,time,reported_phase_duration,4.5 min interaction; approximately 10 min total robot experiment including setup,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0277,yang2020dataefficientlegged,physical_interaction,physical_steps_or_transitions,45000,steps/transitions,reported physical collection or fine-tuning scope,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,source_reported,Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0278,yang2020dataefficientlegged,physical_interaction,physical_episodes_or_rollouts,36,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,source_reported,Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0279,yang2020dataefficientlegged,control,control_frequency,NR,NR,NR,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0280,yang2020dataefficientlegged,time,active_or_aggregate_robot_hours,0.075 interaction-hours,robot-hours,reported physical interaction or corpus-collection scope,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0281,yang2020dataefficientlegged,time,elapsed_wall_clock,approximately 0.167,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0282,yang2020dataefficientlegged,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0283,yang2020dataefficientlegged,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0284,yang2020dataefficientlegged,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Single hardware run and success criterion not expressed as a large evaluation set"
QE-EFF-0285,yang2020dataefficientlegged,evaluation,evaluation_trial_count,NR,NR,NR,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0286,yang2020dataefficientlegged,performance,reported_success_result,working controller from 36 rollouts and 45k control steps,task-defined success/result,success definition recorded for the work,NR,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Single hardware run and success criterion not expressed as a large evaluation set
QE-EFF-0287,nagabandi2019metarl,time,reported_phase_duration,approximately 30 min per meta-training terrain,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0288,nagabandi2019metarl,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,not_reported,Metric is NR in the verified source audit; NR is not zero. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0289,nagabandi2019metarl,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,not_reported,Metric is NR in the verified source audit; NR is not zero. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0290,nagabandi2019metarl,control,control_frequency,10,Hz,physical action/control loop where reported,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,source_reported,90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0291,nagabandi2019metarl,time,active_or_aggregate_robot_hours,approximately 1.5 derived meta-training robot-hours,robot-hours,reported physical interaction or corpus-collection scope,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0292,nagabandi2019metarl,time,elapsed_wall_clock,approximately 1.5 derived collection time,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0293,nagabandi2019metarl,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0294,nagabandi2019metarl,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,not_reported,Metric is NR in the verified source audit; NR is not zero. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0295,nagabandi2019metarl,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. 90 min is a derived sum; real evaluation counts and labor minutes NR"
QE-EFF-0296,nagabandi2019metarl,evaluation,evaluation_trial_count,plot-based,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0297,nagabandi2019metarl,performance,reported_success_result,adaptation improves performance on held-out physical terrain; exact endpoint is plot-based,task-defined success/result,success definition recorded for the work,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. 90 min is a derived sum; real evaluation counts and labor minutes NR
QE-EFF-0298,cully2015adaptanimals,time,reported_phase_duration,less than 2 min adaptation,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0299,cully2015adaptanimals,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0300,cully2015adaptanimals,physical_interaction,physical_episodes_or_rollouts,at most 20–30 controller evaluations,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,source_reported_approximate,Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0301,cully2015adaptanimals,control,control_frequency,NR,NR,NR,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0302,cully2015adaptanimals,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0303,cully2015adaptanimals,time,elapsed_wall_clock,less than 0.033 adaptation-hours,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0304,cully2015adaptanimals,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0305,cully2015adaptanimals,compute,reported_compute_resource_or_duration,large offline simulation and map generation,qualitative compute burden,offline repertoire construction,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,source_reported,Compute descriptions are not hardware-normalized and missing compute is not zero. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0306,cully2015adaptanimals,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Not from-scratch RL; main efficiency result depends on a large simulated behavior map"
QE-EFF-0307,cully2015adaptanimals,evaluation,evaluation_trial_count,15,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0308,cully2015adaptanimals,performance,reported_success_result,adaptation in less than 2 min; search stops after at most 20–30 physical tests depending experiment,task-defined success/result,success definition recorded for the work,NR,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. Not from-scratch RL; main efficiency result depends on a large simulated behavior map
QE-EFF-0309,chatzilygeroudis2017blackdrops,time,reported_phase_duration,NR,NR,NR,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,not_reported,Summary index only; values across phases or tasks must not be added. Metric is NR in the verified source audit; NR is not zero. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0310,chatzilygeroudis2017blackdrops,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0311,chatzilygeroudis2017blackdrops,physical_interaction,physical_episodes_or_rollouts,5-6,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,source_reported,One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0312,chatzilygeroudis2017blackdrops,control,control_frequency,NR,NR,NR,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0313,chatzilygeroudis2017blackdrops,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0314,chatzilygeroudis2017blackdrops,time,elapsed_wall_clock,NR,NR,NR,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0315,chatzilygeroudis2017blackdrops,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0316,chatzilygeroudis2017blackdrops,compute,reported_compute_resource_or_duration,optimization example reports approximately 25 min for eight simulated cart-pole episodes on 12 cores; not physical time,hardware or compute-time as reported,"reported training job, model, or online system",NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,source_reported_approximate,Compute descriptions are not hardware-normalized and missing compute is not zero. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0317,chatzilygeroudis2017blackdrops,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. One physical task with limited repeat accounting; compute timing is from simulation"
QE-EFF-0318,chatzilygeroudis2017blackdrops,evaluation,evaluation_trial_count,NR,NR,NR,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0319,chatzilygeroudis2017blackdrops,performance,reported_success_result,working physical policy within five episodes including one initial random episode; high-quality behavior by six episodes,task-defined success/result,success definition recorded for the work,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. One physical task with limited repeat accounting; compute timing is from simulation
QE-EFF-0320,johannink2019residual,time,reported_phase_duration,approximately 3 h for 8k-sample real run; simulation-initialized residual below 1k real timesteps,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0321,johannink2019residual,physical_interaction,physical_steps_or_transitions,8000,steps/transitions,reported physical collection or fine-tuning scope,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,source_reported,Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0322,johannink2019residual,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0323,johannink2019residual,control,control_frequency,NR,NR,NR,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0324,johannink2019residual,time,active_or_aggregate_robot_hours,approximately 3,robot-hours,reported physical interaction or corpus-collection scope,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0325,johannink2019residual,time,elapsed_wall_clock,approximately 3,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0326,johannink2019residual,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0327,johannink2019residual,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0328,johannink2019residual,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Elapsed time given for one variant; reset/operator cost NR"
